Comentario;sentiment
O suporte para problemas de e-mail foi ineficaz. A solução demorou a ser encontrada e a comunicação foi pouco clara.;Negativo
O suporte para problemas de impressão foi insatisfatório. A equipe de TI teve dificuldades para resolver o problema e a solução fornecida não resolveu completamente a questão.;Negativo
O suporte para problemas de impressão foi insatisfatório. O técnico teve dificuldades para resolver o problema e a solução fornecida não resolveu completamente a questão.;Negativo
O suporte para problemas de internet foi muito mal gerido. A equipe levou muito tempo para responder e a solução fornecida foi inadequada, resultando em várias interrupções e frustrações.;Negativo
O suporte para questões de impressão foi inadequado. O técnico encontrou dificuldades na resolução do problema e a solução apresentada não resolveu a questão completamente.;Negativo
O suporte técnico ao nobreak foi abaixo do esperado e o problema não foi resolvido.;Negativo
O suporte técnico ao nobreak foi insatisfatório e não conseguiu encontrar uma solução para o problema.;Negativo
O suporte técnico ao nobreak foi insatisfatório e o problema ainda persiste.;Negativo
O suporte técnico ao nobreak foi insatisfatório e o problema persiste.;Negativo
O suporte técnico ao nobreak foi ruim e o problema ainda não foi resolvido.;Negativo
O suporte técnico ao novo notebook foi lento e não conseguiu resolver o problema.;Negativo
O suporte técnico ao novo roteador foi lento e não resolveu os problemas de conectividade.;Negativo
O suporte técnico ao novo sistema de e-mail foi ruim e não conseguiu resolver o problema.;Negativo
O suporte técnico ao novo sistema de segurança foi ineficaz e não resolveu os problemas.;Negativo
O suporte técnico ao sistema de gerenciamento de e-mails foi muito ruim e não resolveu os problemas.;Negativo
O suporte técnico demorou muito para resolver o problema do servidor.;Negativo
O suporte técnico demorou muito para solucionar o problema com o novo servidor de arquivos.;Negativo
O suporte técnico demorou pra caramba pra resolver o problema do celular.;Negativo
O suporte técnico do nobreak foi insatisfatório e não conseguiu resolver o problema.;Negativo
O suporte técnico estava meio perdido e não conseguiu resolver o problema do meu backup.;Negativo
O suporte técnico foi bastante lento na resolução de um problema com a configuração de uma nova estação de trabalho. A solução demorou mais do que o necessário e houve uma falta de comunicação ao longo do processo.;Negativo
O suporte técnico foi bem devagar ao resolver um problema com o sistema de backup. A comunicação também foi ruim.;Negativo
O suporte técnico foi bem devagar para resolver um problema com o software de gestão. A comunicação foi fraca.;Negativo
O suporte técnico foi difícil de contatar.;Negativo
O suporte técnico foi ineficaz ao lidar com o problema de lentidão do sistema de backup.;Negativo
O suporte técnico foi ineficaz ao lidar com o problema de lentidão do sistema.;Negativo
O suporte técnico foi ineficaz ao resolver o problema com o novo scanner.;Negativo
O suporte técnico foi insatisfatório ao tentar resolver problemas com a aplicação de produtividade. A equipe foi lenta e a solução final não resolveu completamente o problema.;Negativo
O suporte técnico foi insatisfatório ao tentar resolver problemas com o sistema de videoconferência. A equipe demorou e a solução oferecida não resolveu a questão completamente.;Negativo
O suporte técnico foi insatisfatório para resolver um problema com a configuração do software de contabilidade. A equipe levou mais tempo do que o necessário e a solução oferecida não resolveu completamente o problema.;Negativo
O suporte técnico foi lento na resolução dos problemas de configuração da nova estação de trabalho. A solução demorou mais do que o esperado e a comunicação foi insatisfatória durante o processo.;Negativo
O suporte técnico foi meio devagar na resolução do problema com a impressão. Fiquei bastante frustrado.;Negativo
O suporte técnico foi meio devagar para trocar o meu acesso. A comunicação foi ruim e eu fiquei esperando demais.;Negativo
O suporte técnico foi muito lento para resolver um problema com a configuração de uma nova estação de trabalho. A solução levou mais tempo do que o necessário e houve falta de comunicação durante o processo.;Negativo
O suporte técnico foi muito lento para resolver um problema crítico com a rede local. O atraso causou muitos transtornos para a equipe e a solução oferecida não foi eficaz.;Negativo
O suporte técnico foi muito ruim ao resolver o problema com o sistema de backup.;Negativo
O suporte técnico não conseguiu resolver nosso problema de backup.;Negativo
A qualidade do suporte técnico foi muito abaixo do esperado. O problema com o sistema de backup foi mal gerenciado e as soluções fornecidas não resolveram a questão, deixando-nos em uma situação complicada.;Negativo
O suporte para o sistema de backup foi ineficaz e demorou muito.;Negativo
Tivemos um problema crítico com o sistema de backup e o suporte técnico foi extremamente ineficaz. A equipe demorou para responder e as soluções propostas falharam, resultando em uma grande frustração.;Negativo
O suporte técnico falhou ao tentar resolver o problema do backup.;Negativo
A resposta do suporte técnico ao problema com o sistema de backup foi extremamente lenta e ineficaz. As soluções propostas não resolveram a questão, resultando em uma experiência frustrante e estressante.;Negativo
O suporte técnico não foi útil para resolver o problema do sistema de backup.;Negativo
Reportamos um problema crítico com o sistema de backup, mas o suporte técnico não conseguiu oferecer uma solução adequada. A falta de eficácia e a comunicação lenta foram aspectos muito negativos.;Negativo
O suporte técnico não resolveu o problema do backup de forma adequada.;Negativo
O suporte técnico foi ineficaz ao lidar com um problema importante no sistema de backup. As tentativas de resolução foram mal planejadas e a falta de progresso causou grandes inconvenientes.;Negativo
O suporte técnico foi muito ruim e não conseguiu resolver o problema com o software.;Negativo
O suporte técnico foi péssimo ao lidar com o problema de impressão, e a impressora ainda não funciona bem.;Negativo
O suporte técnico foi péssimo. A assistência para o problema da rede foi lenta e não ajudou em nada.;Negativo
O suporte técnico foi péssimo. A solução para o problema da rede foi lenta e a comunicação foi ruim.;Negativo
Recentemente, enfrentamos um problema de rede sério e o suporte técnico não conseguiu identificar a causa. A equipe tentou várias soluções, mas nenhuma foi eficaz. A falta de competência e de uma resposta clara foi frustrante.;Negativo
A experiência com o suporte técnico foi decepcionante. Reportamos um problema crítico, mas a equipe foi incapaz de resolver ou diagnosticar corretamente. A situação permaneceu sem solução até procurarmos ajuda externa.;Negativo
A resposta do suporte técnico foi muito abaixo das expectativas. Enfrentamos uma falha na rede e, apesar das várias interações, não houve progresso. A comunicação e as soluções apresentadas foram insatisfatórias.;Negativo
Nosso problema de rede causou grandes interrupções, e o suporte técnico não conseguiu diagnosticar nem resolver a questão. A equipe parecia desinformada e as tentativas de solução foram ineficazes.;Negativo
Quando relatamos um problema crítico com a rede, o suporte técnico falhou em oferecer uma solução adequada. A falta de respostas efetivas e a comunicação lenta só pioraram a situação.;Negativo
Tivemos um problema de rede significativo e o suporte técnico foi incapaz de resolver. As soluções oferecidas não foram eficazes e o tempo perdido foi considerável.;Negativo
O suporte técnico não foi capaz de resolver um problema crítico de rede. As soluções sugeridas não funcionaram e a comunicação foi deficiente. A situação só foi resolvida após buscar ajuda externa.;Negativo
